,patch_id,star_id_b,star_id_r,magnitude_b,magnitude_r,asc_d,asc_m,asc_s,dec_d,dec_m,dec_s,period,frequency,num_points_good_b,num_points_good_r,asym_b,asym_r,log_p_not_variable,sigma_flux_b,sigma_flux_r,type,quality,div_period
494_3479,494.0,3479.0,3699.0,16.4431,16.7943,5.0,11.0,52.99,-69.0,11.0,25.53,0.75192,1.3299299999999998,117.0,120.0,1.05263,1.10526,-3.00393,428.004,308.172,3.0,1.0,2.0
252_3190,252.0,3190.0,3236.0,19.3885,18.8267,5.0,32.0,15.43,-71.0,8.0,9.48,1.35371,0.738711,109.0,99.0,0.946429,1.10638,-2.58825,27.7789,48.2481,3.0,2.0,6.0
136_2416,136.0,2416.0,2473.0,18.4118,16.4941,5.0,41.0,24.32,-70.0,17.0,47.74,10.2165,0.0978809,123.0,124.0,2.84375,1.21429,-15.6748,80.9827,414.445,2.0,3.0,3.0
89_5580,89.0,5580.0,5115.0,19.2185,18.942,5.0,41.0,11.15,-66.0,45.0,58.17,9.45516,0.105762,121.0,117.0,0.0521739,0.746269,-2.9979,24.2102,41.1338,1.0,2.0,1.0
527_9364,527.0,9364.0,12263.0,18.8292,18.0311,5.0,9.0,2.96,-70.0,18.0,0.2,2.02169,0.494636,116.0,120.0,1.63636,1.6087,-1.46149,48.4499,99.1048,3.0,1.0,3.0
585_10467,585.0,10467.0,11080.0,18.4789,18.3298,5.0,3.0,22.16,-70.0,36.0,19.28,2.15619,0.4637810000000001,119.0,120.0,0.166667,0.666667,-0.796771,59.1599,73.015,1.0,0.0,3.0
387_10653,387.0,10653.0,11095.0,18.8564,17.387,5.0,20.0,6.74,-70.0,14.0,9.42,1.65347,0.604789,123.0,109.0,3.24138,0.912281,-3.83139,52.0608,173.91400000000004,3.0,2.0,3.0
515_7886,515.0,7886.0,7690.0,19.1271,18.3599,5.0,10.0,40.85,-67.0,58.0,0.42,1.08029,0.925677,117.0,120.0,0.158416,0.621622,-2.78879,31.8021,69.95100000000001,1.0,0.0,1.0
386_324,386.0,324.0,365.0,16.803,15.5878,5.0,21.0,40.49,-70.0,2.0,1.6,10.4244,0.0959288,123.0,120.0,2.41667,2.75,-7.8129,377.246,1039.31,2.0,2.0,4.0
97_9681,97.0,9681.0,9144.0,19.6164,19.0659,5.0,40.0,52.93,-68.0,19.0,20.14,3.06998,0.325735,115.0,116.0,1.875,1.18868,-10.2057,27.1079,38.4259,3.0,3.0,6.0
136_10708,136.0,10708.0,11326.0,16.1274,15.6009,5.0,40.0,31.2,-70.0,23.0,54.76,15.5729,0.0642141,124.0,124.0,1.53061,1.25455,-4.056769999999998,583.618,925.304,2.0,1.0,6.0
269_9297,269.0,9297.0,10902.0,18.5377,18.5603,5.0,28.0,27.3,-69.0,10.0,9.79,3.9856,0.25090300000000004,122.0,124.0,1.71111,0.512195,-0.398795,63.1581,56.8625,3.0,0.0,4.0
499_7479,499.0,7479.0,7644.0,19.4103,19.031,5.0,12.0,10.43,-70.0,18.0,23.97,0.52593,1.90139,117.0,118.0,2.44118,0.787879,-6.53875,32.7917,37.0699,3.0,2.0,1.0
568_9246,568.0,9246.0,8730.0,18.5842,18.3428,5.0,6.0,35.89,-67.0,20.0,17.37,6.43283,0.155453,118.0,120.0,0.102804,0.132075,-11.1196,43.0506,64.0407,1.0,2.0,2.0
50_10496,50.0,10496.0,10700.0,19.2387,18.7748,5.0,46.0,32.74,-70.0,0.0,22.95,2.65021,0.377329,121.0,121.0,3.17241,0.833333,-5.3594,41.2329,48.5432,3.0,2.0,5.0
268_9624,268.0,9624.0,10754.0,17.0902,15.8287,5.0,28.0,35.76,-68.0,53.0,58.09,1.99102,0.502255,123.0,125.0,1.6739099999999998,0.736111,-0.0654819,237.466,730.007,3.0,0.0,2.0
385_7088,385.0,7088.0,7672.0,16.2187,15.7933,5.0,21.0,16.5,-69.0,52.0,2.18,2.68889,0.371901,123.0,118.0,1.46,1.14545,-1.6788,530.5790000000002,771.456,3.0,1.0,3.0
690_1742,690.0,1742.0,1728.0,19.612,19.331,4.0,57.0,27.48,-69.0,8.0,25.07,7.42572,0.134667,118.0,112.0,1.45833,0.777778,-1.76507,23.6363,29.3743,2.0,1.0,6.0
551_7069,551.0,7069.0,7658.0,18.0259,16.7091,5.0,8.0,14.79,-69.0,29.0,9.69,1.88215,0.531307,118.0,120.0,1.56522,0.7391300000000001,-0.224564,101.53,329.486,3.0,0.0,2.0
298_7090,298.0,7090.0,7881.0,16.2341,16.5796,5.0,27.0,37.32,-69.0,20.0,52.84,3.33787,0.299592,123.0,125.0,0.108108,0.0869565,-11.1008,409.429,293.605,1.0,3.0,1.0
707_7542,707.0,7542.0,7075.0,18.4629,18.532,4.0,57.0,21.74,-67.0,3.0,57.85,5.33403,0.187476,119.0,113.0,0.20202,0.793651,-4.94597,61.3457,61.5839,1.0,0.0,4.0
643_1729,643.0,1729.0,1635.0,16.5612,15.8891,4.0,59.0,56.98,-70.0,55.0,18.07,13.8477,0.07221419999999999,112.0,105.0,2.86207,0.6935479999999999,-5.84085,483.485,682.63,2.0,2.0,5.0
725_9821,725.0,9821.0,9048.0,19.6964,19.1221,4.0,51.0,51.82,-70.0,29.0,45.81,2.79686,0.35754400000000003,117.0,108.0,1.48936,1.07692,-4.88186,21.8872,35.642,3.0,2.0,5.0
268_1531,268.0,1531.0,1511.0,18.1401,15.9255,5.0,29.0,45.13,-68.0,50.0,11.74,1.99102,0.502255,123.0,125.0,1.23636,0.760563,-0.19261,88.5782,657.1619999999998,3.0,0.0,2.0
93_9101,93.0,9101.0,8956.0,19.6246,19.3558,5.0,40.0,38.3,-67.0,31.0,32.69,0.993191,1.00686,122.0,117.0,0.794118,1.05263,-0.718353,22.2987,29.9497,3.0,0.0,5.0
198_4930,198.0,4930.0,4951.0,19.3452,18.8786,5.0,31.0,28.38,-66.0,9.0,13.77,1.1757,0.850557,124.0,117.0,2.75758,1.38776,-9.30687,35.4277,46.6304,3.0,2.0,2.0
276_1379,276.0,1379.0,1547.0,18.2752,15.6618,5.0,30.0,26.29,-70.0,22.0,51.27,233.333,0.00428572,116.0,125.0,2.1351400000000003,1.23214,-9.92151,82.6367,918.894,4.0,2.0,1.0
135_3109,135.0,3109.0,3212.0,19.3186,18.6574,5.0,40.0,55.72,-70.0,6.0,6.13,2.42287,0.412734,124.0,124.0,1.06667,0.9375,-1.90296,29.6996,54.0912,3.0,1.0,3.0
330_10509,330.0,10509.0,11378.0,16.9572,14.6297,5.0,24.0,28.68,-70.0,5.0,24.54,185.022,0.00540476,124.0,120.0,2.17949,0.935484,-2.80155,278.21,2212.93,4.0,1.0,1.0
187_6644,187.0,6644.0,7476.0,16.1259,15.4336,5.0,36.0,31.37,-69.0,28.0,16.9,12.2271,0.0817855,124.0,119.0,2.17949,0.506329,-0.910418,635.075,1014.34,2.0,0.0,6.0
235_4817,235.0,4817.0,4812.0,17.792,16.0087,5.0,30.0,14.38,-67.0,50.0,12.99,260.87,0.00383333,124.0,124.0,1.38462,0.47619,-6.3457,133.251,592.669,4.0,1.0,2.0
222_9949,222.0,9949.0,10251.0,19.5534,19.5166,5.0,34.0,17.04,-70.0,47.0,45.34,1.6533400000000005,0.6048359999999999,123.0,120.0,2.15385,0.791045,-0.667787,26.5675,23.3669,3.0,1.0,3.0
495_9674,495.0,9674.0,10437.0,18.8501,17.8478,5.0,11.0,33.84,-69.0,31.0,12.06,3.75875,0.266046,118.0,120.0,1.62222,1.22222,-2.81077,47.6712,118.236,3.0,2.0,5.0
165_5745,165.0,5745.0,6062.0,15.8449,15.2438,5.0,38.0,3.75,-70.0,31.0,31.85,12.2628,0.08154739999999999,124.0,121.0,1.7555599999999998,0.423529,-7.6656,801.607,1228.27,2.0,2.0,2.0
332_9088,332.0,9088.0,9376.0,19.6644,18.5873,5.0,25.0,21.36,-70.0,26.0,24.85,2.87773,0.347496,123.0,124.0,0.808824,1.2963,-0.027118,21.2454,59.4418,1.0,0.0,2.0
724_205,724.0,205.0,237.0,19.3869,18.9679,4.0,54.0,21.02,-70.0,17.0,44.81,1.66243,0.601529,117.0,110.0,2.34286,1.2449,-9.03291,32.8274,42.6783,3.0,1.0,2.0
383_6134,383.0,6134.0,6694.0,14.8569,16.0939,5.0,21.0,29.11,-69.0,30.0,30.17,3.80713,0.262665,122.0,121.0,0.119266,0.222222,-3.21106,1403.25,489.841,1.0,3.0,1.0
270_3294,270.0,3294.0,3541.0,19.2455,18.6879,5.0,29.0,12.12,-69.0,13.0,8.44,3.88388,0.257474,123.0,124.0,1.41176,1.33962,-1.7511,33.4834,55.4262,3.0,1.0,7.0
248_9726,248.0,9726.0,10321.0,19.2369,16.0986,5.0,31.0,53.74,-70.0,26.0,7.57,214.285,0.00466668,122.0,123.0,2.21053,1.86047,-17.8688,38.3108,619.461,4.0,3.0,1.0
739_1197,739.0,1197.0,1049.0,18.7263,18.9118,4.0,55.0,2.15,-67.0,44.0,20.81,1.8787,0.532283,116.0,114.0,0.589041,1.53333,-1.43671,49.7686,45.3763,1.0,1.0,3.0
585_6167,585.0,6167.0,6578.0,16.5493,15.8454,5.0,5.0,24.64,-70.0,34.0,41.3,10.3194,0.0969049,119.0,120.0,2.71875,1.10526,-8.237919999999999,495.251,732.4760000000001,2.0,2.0,3.0
268_8735,268.0,8735.0,9632.0,20.0047,19.437,5.0,29.0,0.06,-68.0,56.0,41.85,1.01093,0.989188,118.0,115.0,3.21429,1.94872,-8.86698,22.5583,30.2843,3.0,2.0,2.0
381_1540,381.0,1540.0,1738.0,18.1293,17.6527,5.0,21.0,12.1,-69.0,3.0,1.74,3.83775,0.260569,122.0,123.0,3.35714,2.84375,-1.63629,97.4606,157.502,3.0,0.0,4.0
222_10822,222.0,10822.0,11186.0,16.6617,15.9103,5.0,33.0,57.91,-70.0,52.0,18.82,8.35983,0.11962,124.0,124.0,0.968254,0.8507459999999999,-3.2254400000000003,348.486,681.8610000000001,2.0,1.0,4.0
215_2171,215.0,2171.0,2388.0,16.8616,15.8154,5.0,34.0,2.32,-69.0,24.0,44.39,5.8947400000000005,0.16964300000000002,123.0,124.0,1.79545,0.746479,-2.87365,303.017,743.012,2.0,1.0,5.0
249_6487,249.0,6487.0,6744.0,17.579,15.5451,5.0,33.0,17.61,-70.0,39.0,12.29,0.996371,1.00364,123.0,123.0,1.08475,0.983871,0.208793,147.559,957.122,3.0,0.0,2.0
576_9344,576.0,9344.0,10380.0,17.6602,17.6051,5.0,5.0,30.21,-68.0,55.0,22.67,2.38666,0.418996,119.0,120.0,0.32222199999999995,0.643836,-6.40704,130.545,138.342,1.0,0.0,3.0
713_6416,713.0,6416.0,6297.0,19.0154,18.6002,4.0,56.0,47.99,-68.0,12.0,58.23,2.67451,0.3739,118.0,113.0,1.62222,0.547945,-2.91878,41.4165,55.2171,3.0,1.0,9.0
51_7840,51.0,7840.0,8314.0,19.8536,19.1952,5.0,48.0,10.4,-70.0,12.0,6.97,1.16095,0.8613639999999999,123.0,122.0,0.8358209999999999,0.848485,-0.00331447,17.4296,33.5116,3.0,1.0,4.0
551_3863,551.0,3863.0,4210.0,18.2335,15.4931,5.0,7.0,18.73,-69.0,23.0,10.46,583.3340000000002,0.00171428,118.0,120.0,1.87805,1.5,-20.2859,97.9301,1068.36,4.0,2.0,1.0
386_4562,386.0,4562.0,4829.0,18.7072,17.9818,5.0,20.0,5.92,-69.0,59.0,1.01,4.05604,0.246546,123.0,119.0,1.01639,1.28846,-0.750011,52.484,103.307,3.0,0.0,9.0
211_3408,211.0,3408.0,3386.0,18.1951,18.0012,5.0,33.0,10.6,-68.0,38.0,6.29,1.52586,0.6553680000000001,124.0,123.0,0.746479,2.96774,-0.38064,83.0476,106.516,3.0,0.0,3.0
306_8419,306.0,8419.0,8482.0,19.3254,18.5428,5.0,28.0,0.68,-70.0,48.0,46.67,0.64249,1.55644,123.0,125.0,1.92857,1.55102,-6.286980000000002,33.0542,63.8565,3.0,2.0,1.0
528_10423,528.0,10423.0,10488.0,19.2167,18.7931,5.0,8.0,38.89,-70.0,27.0,11.12,0.738425,1.3542299999999998,118.0,116.0,3.37037,0.633803,-1.13594,36.9386,46.7197,3.0,1.0,1.0
592_5813,592.0,5813.0,5447.0,16.9986,16.2817,5.0,6.0,19.64,-66.0,35.0,48.03,10.2564,0.0975001,118.0,120.0,3.06897,0.904762,-6.42848,306.371,483.164,2.0,2.0,7.0
346_3655,346.0,3655.0,3198.0,19.4803,19.0352,5.0,22.0,26.62,-67.0,40.0,31.83,1.3450799999999998,0.74345,123.0,125.0,0.782609,0.689189,-0.6479239999999999,25.4833,36.9796,3.0,1.0,2.0
571_3336,571.0,3336.0,3146.0,19.593,18.9457,5.0,6.0,24.69,-67.0,47.0,45.68,1.7886799999999998,0.559071,118.0,119.0,2.10526,1.58696,-6.34593,26.024,44.0266,3.0,2.0,3.0
259_939,259.0,939.0,901.0,16.5646,16.1635,5.0,29.0,23.48,-67.0,8.0,27.32,2.92584,0.34178200000000003,123.0,116.0,1.86047,0.633803,-8.25361,450.38,529.134,2.0,3.0,1.0
774_1687,774.0,1687.0,1548.0,19.7741,18.8504,4.0,51.0,5.02,-69.0,2.0,36.42,1.0909799999999998,0.916607,110.0,113.0,3.23077,2.13889,-10.0766,26.1276,51.0196,3.0,2.0,2.0
195_10511,195.0,10511.0,11073.0,19.241,18.7574,5.0,36.0,17.36,-70.0,59.0,4.42,16.8405,0.0593807,122.0,123.0,1.17857,1.27778,-2.83845,32.4742,51.7001,2.0,0.0,5.0
106_4749,106.0,4749.0,5012.0,19.2396,15.4121,5.0,42.0,26.12,-69.0,56.0,41.97,304.348,0.00328571,123.0,120.0,1.41176,0.764706,-13.6614,33.9554,1058.63,4.0,1.0,1.0
195_1564,195.0,1564.0,1672.0,18.8712,18.0382,5.0,37.0,37.7,-70.0,56.0,0.69,2.16665,0.461542,124.0,124.0,2.75758,2.1,-3.51036,50.2146,100.077,3.0,2.0,4.0
251_10775,251.0,10775.0,11418.0,18.8936,16.4795,5.0,31.0,32.18,-71.0,3.0,34.84,2.32767,0.4296140000000001,123.0,122.0,0.8358209999999999,1.65217,-1.25821,43.2082,434.001,3.0,1.0,7.0
718_9688,718.0,9688.0,9932.0,17.9043,16.4689,4.0,54.0,21.72,-69.0,13.0,41.88,19.1432,0.0522379,118.0,115.0,2.37143,2.96552,-7.6078,131.311,469.333,2.0,3.0,6.0
515_10378,515.0,10378.0,10310.0,17.8833,17.9623,5.0,9.0,49.83,-67.0,57.0,2.57,3.25685,0.307045,118.0,120.0,0.26881700000000003,0.690141,-6.06855,103.108,102.881,1.0,0.0,4.0
305_5404,305.0,5404.0,5597.0,19.5347,18.1424,5.0,26.0,45.02,-70.0,33.0,37.38,2.03738,0.490826,122.0,123.0,1.65217,1.36538,-0.788878,26.0873,89.916,3.0,0.0,4.0
108_9284,108.0,9284.0,9689.0,18.2982,18.2952,5.0,43.0,26.19,-70.0,26.0,2.39,3.24453,0.308211,122.0,120.0,0.5844159999999999,0.904762,-1.10546,75.0342,75.9227,1.0,0.0,3.0
550_8521,550.0,8521.0,9371.0,18.5206,19.1468,5.0,7.0,37.11,-69.0,16.0,23.03,2.12381,0.4708520000000001,116.0,117.0,4.0434800000000015,1.4375,-1.29018,69.7534,36.882,3.0,2.0,4.0
399_3561,399.0,3561.0,3518.0,19.5913,18.937,5.0,18.0,34.17,-67.0,4.0,14.63,1.84714,0.541377,120.0,122.0,2.87097,1.54167,-8.577810000000001,28.7118,44.2799,3.0,2.0,3.0
222_9355,222.0,9355.0,9642.0,19.4476,18.8069,5.0,34.0,34.85,-70.0,52.0,7.47,1.0762200000000002,0.929178,124.0,123.0,2.75758,1.79545,-5.36388,30.8563,50.9895,3.0,2.0,2.0
332_1779,332.0,1779.0,1834.0,18.7741,18.0597,5.0,25.0,42.82,-70.0,20.0,46.28,18.5513,0.0539046,124.0,123.0,1.38462,1.6739099999999998,-11.5998,52.2645,100.065,2.0,2.0,9.0
621_7746,621.0,7746.0,7098.0,19.0696,18.6613,5.0,3.0,31.09,-66.0,44.0,12.8,0.6672279999999999,1.49874,119.0,118.0,2.05128,1.10714,-12.6572,43.471,54.918,3.0,2.0,1.0
348_4426,348.0,4426.0,5023.0,18.1262,16.371,5.0,22.0,12.77,-68.0,1.0,41.79,0.538463,1.85714,123.0,125.0,2.32432,1.65957,0.332104,95.2378,479.96,3.0,1.0,1.0
213_2564,213.0,2564.0,2717.0,19.3744,18.6711,5.0,33.0,45.27,-69.0,2.0,16.45,3.87671,0.25795100000000004,123.0,124.0,1.5625,1.13793,-1.5656,29.6129,55.3866,3.0,2.0,6.0
611_7167,611.0,7167.0,7382.0,19.8479,18.847,5.0,3.0,10.53,-70.0,11.0,43.77,0.596939,1.67521,114.0,120.0,2.67742,0.967213,-0.966209,22.0502,45.9417,3.0,2.0,1.0
652_4915,652.0,4915.0,4710.0,19.3437,19.051,5.0,0.0,16.03,-67.0,15.0,11.01,2.63574,0.3794,116.0,113.0,0.8709680000000001,0.948276,-0.0919394,28.8115,38.4575,3.0,1.0,9.0
163_6079,163.0,6079.0,6692.0,16.2074,15.4234,5.0,39.0,50.21,-70.0,13.0,26.07,24.5902,0.0406666,124.0,122.0,3.76923,0.90625,-5.87311,721.238,1075.93,2.0,2.0,5.0
501_4075,501.0,4075.0,4102.0,15.4723,15.0982,5.0,11.0,5.44,-70.0,30.0,35.01,28.4361,0.0351666,118.0,120.0,2.6875,0.714286,-7.445589999999998,1228.25,1408.62,2.0,2.0,2.0
368_1877,368.0,1877.0,1789.0,19.4896,19.0165,5.0,21.0,10.06,-66.0,31.0,42.61,3.05058,0.327807,122.0,124.0,2.12821,1.69565,-8.89742,28.525,41.9083,3.0,2.0,6.0
180_7544,180.0,7544.0,7423.0,19.8274,19.2376,5.0,35.0,18.51,-68.0,10.0,48.81,3.25206,0.307497,123.0,119.0,1.08475,1.53191,-1.2068299999999998,19.0318,34.0973,3.0,1.0,7.0
332_12563,332.0,12563.0,13188.0,19.2136,18.2072,5.0,24.0,53.45,-70.0,31.0,6.91,0.954487,1.04768,124.0,124.0,2.75758,2.26316,-9.08372,37.9959,89.4414,3.0,2.0,2.0
99_5447,99.0,5447.0,5240.0,17.2445,16.9759,5.0,40.0,52.0,-68.0,38.0,2.94,4.30772,0.232141,122.0,116.0,0.07017539999999999,0.288889,-6.1695400000000005,175.273,235.484,1.0,1.0,1.0
63_6071,63.0,6071.0,5790.0,19.4926,19.0055,5.0,43.0,16.76,-67.0,5.0,41.17,3.3557300000000003,0.297998,122.0,122.0,2.12821,1.10345,-8.43237,27.5695,40.0461,3.0,2.0,5.0
359_4920,359.0,4920.0,5209.0,16.4771,15.51,5.0,22.0,14.68,-70.0,9.0,29.79,20.1536,0.0496189,124.0,120.0,1.81818,2.24324,-6.31237,473.64,1051.65,2.0,2.0,7.0
237_191,237.0,191.0,187.0,17.1625,17.098,5.0,32.0,7.17,-68.0,17.0,5.89,0.834032,1.19899,124.0,124.0,0.305263,0.227723,-7.220039999999999,203.135,205.686,1.0,2.0,1.0
670_2070,670.0,2070.0,1890.0,19.4898,18.9482,4.0,57.0,46.38,-70.0,39.0,51.55,1.16724,0.856722,110.0,107.0,2.54839,1.09804,-8.15847,30.3334,41.4773,3.0,2.0,2.0
306_5434,306.0,5434.0,5498.0,19.7108,18.45,5.0,26.0,49.14,-70.0,45.0,7.48,3.04903,0.327973,123.0,125.0,1.79545,1.04918,-0.5368229999999999,22.3422,65.6851,3.0,1.0,6.0
388_5819,388.0,5819.0,6019.0,19.054,18.0827,5.0,19.0,43.76,-70.0,20.0,23.02,1.88978,0.529162,117.0,117.0,0.720588,0.983051,-0.719576,36.074,93.6625,3.0,0.0,4.0
388_82,388.0,82.0,131.0,18.7545,18.2896,5.0,21.0,46.04,-70.0,22.0,23.12,0.5722970000000001,1.74734,109.0,115.0,2.40625,1.05357,-4.25183,54.7132,76.7282,3.0,2.0,1.0
692_7894,692.0,7894.0,8608.0,19.4139,18.864,4.0,56.0,28.8,-69.0,36.0,34.4,3.51968,0.284117,118.0,112.0,1.56522,0.623188,-2.09056,28.5734,44.4054,3.0,1.0,5.0
570_6433,570.0,6433.0,6214.0,17.948,15.9918,5.0,7.0,20.67,-67.0,45.0,24.4,313.433,0.00319047,119.0,120.0,0.919355,0.428571,-6.8254600000000005,104.254,610.514,4.0,1.0,4.0
362_8412,362.0,8412.0,8373.0,19.4606,18.6964,5.0,23.0,16.26,-70.0,52.0,0.35,3.37732,0.296093,123.0,124.0,1.61702,1.25455,-2.33774,27.1929,54.2745,3.0,2.0,5.0
266_3861,266.0,3861.0,4241.0,19.1179,18.577,5.0,28.0,36.72,-68.0,26.0,54.95,3.04704,0.328187,123.0,124.0,1.6739099999999998,0.6533329999999999,-7.238060000000001,38.2231,56.5302,3.0,2.0,4.0
520_738,520.0,738.0,827.0,15.68,15.4138,5.0,10.0,53.42,-68.0,50.0,24.66,6.30725,0.158548,117.0,120.0,1.38776,2.24324,-2.92091,869.8580000000002,1143.63,1.0,1.0,4.0
510_8169,510.0,8169.0,7928.0,19.3503,19.1211,5.0,11.0,1.08,-66.0,58.0,49.3,1.39222,0.718277,116.0,119.0,1.0,0.586667,-3.24381,29.2477,34.2613,3.0,2.0,5.0
307_8693,307.0,8693.0,8973.0,19.5476,19.0994,5.0,27.0,42.78,-71.0,0.0,10.36,4.07256,0.245546,123.0,123.0,2.32432,0.732394,-7.83583,28.9268,34.3021,3.0,2.0,7.0
380_9766,380.0,9766.0,10406.0,17.9283,17.3542,5.0,20.0,19.26,-68.0,57.0,17.74,3.57237,0.279926,122.0,124.0,1.54167,0.675676,-0.5547770000000001,112.168,177.02200000000005,3.0,1.0,4.0
276_5726,276.0,5726.0,6110.0,19.2251,18.8817,5.0,28.0,50.3,-70.0,23.0,30.66,2.8047,0.356544,122.0,124.0,0.876923,1.33962,-2.14061,32.2295,46.8625,3.0,1.0,7.0
250_3106,250.0,3106.0,3182.0,13.0972,14.6836,5.0,32.0,16.67,-70.0,45.0,8.25,0.996323,1.00369,123.0,125.0,3.24138,0.453488,-1.30292,10828.3,2020.69,3.0,1.0,3.0
598_117,598.0,117.0,84.0,19.442,18.9811,5.0,5.0,35.96,-67.0,40.0,36.59,2.84267,0.35178200000000004,118.0,120.0,0.815385,1.55319,-1.28409,26.1063,42.6762,3.0,1.0,5.0
706_9616,706.0,9616.0,8906.0,16.8846,16.262,4.0,56.0,44.4,-66.0,52.0,56.59,2.36463,0.422899,116.0,114.0,3.64,1.71429,-11.1698,363.276,515.261,2.0,2.0,1.0
570_3505,570.0,3505.0,3411.0,19.2431,18.8805,5.0,6.0,26.46,-67.0,38.0,44.6,3.97918,0.251308,119.0,120.0,2.96667,0.875,-10.4417,38.8264,44.3803,3.0,2.0,8.0
517_8886,517.0,8886.0,9077.0,20.206,19.7661,5.0,10.0,22.45,-68.0,17.0,51.29,1.32568,0.7543300000000001,108.0,104.0,1.7,1.12245,-3.94403,15.2377,20.653,3.0,2.0,4.0
239_2329,239.0,2329.0,2680.0,14.9566,15.4444,5.0,31.0,31.67,-68.0,39.0,21.63,2.13678,0.467994,124.0,124.0,0.333333,0.347826,-1.11237,1577.14,1000.86,1.0,1.0,2.0
502_8892,502.0,8892.0,8582.0,19.2336,18.9019,5.0,11.0,23.6,-70.0,47.0,57.3,0.6073310000000001,1.64655,119.0,119.0,3.95833,1.83333,-7.37945,38.8406,48.3016,3.0,2.0,1.0
228_9715,228.0,9715.0,9434.0,16.3355,16.5797,5.0,29.0,51.95,-66.0,35.0,7.04,6.32816,0.158024,124.0,124.0,0.347826,0.409091,-3.22665,431.892,349.07199999999995,1.0,2.0,2.0
528_11349,528.0,11349.0,11429.0,20.1416,18.8721,5.0,8.0,17.36,-70.0,27.0,35.05,1.90176,0.525829,118.0,120.0,1.62222,1.10526,0.0959699,15.063,45.7048,3.0,0.0,3.0
128_8488,128.0,8488.0,9129.0,18.979,17.8941,5.0,39.0,30.76,-68.0,50.0,42.72,3.58487,0.27895,123.0,121.0,2.32432,1.6304299999999998,-2.91279,43.7265,114.758,3.0,2.0,6.0
244_4850,244.0,4850.0,5175.0,15.6999,15.2219,5.0,30.0,59.48,-69.0,35.0,30.88,23.2816,0.0429524,101.0,99.0,1.72973,0.546875,-4.45089,940.467,1255.48,2.0,3.0,5.0
486_44,486.0,44.0,30.0,19.1953,18.6916,5.0,13.0,43.45,-67.0,39.0,20.52,4.20676,0.237713,118.0,120.0,1.80952,0.764706,-4.26911,35.7132,52.0895,3.0,2.0,6.0
145_9096,145.0,9096.0,9494.0,17.3001,16.6755,5.0,35.0,54.97,-66.0,47.0,33.95,13.3122,0.07511910000000001,122.0,122.0,1.90476,1.54167,-3.83652,207.148,355.9980000000001,2.0,2.0,7.0
256_4702,256.0,4702.0,4494.0,16.1322,16.3522,5.0,27.0,56.31,-66.0,34.0,11.87,3.96866,0.251974,123.0,115.0,0.430233,0.210526,-1.51116,523.364,415.077,1.0,0.0,1.0
135_3693,135.0,3693.0,3840.0,19.1554,18.8866,5.0,40.0,41.86,-70.0,5.0,8.92,7.9529999999999985,0.12573900000000002,124.0,123.0,1.95238,0.892308,-2.95746,37.3964,44.0186,3.0,0.0,14.0
633_10489,633.0,10489.0,11100.0,18.1995,17.9479,5.0,0.0,50.5,-69.0,4.0,34.07,4.16504,0.240094,118.0,119.0,1.74419,1.64444,-2.0031,87.76299999999998,107.67,3.0,2.0,7.0
708_7585,708.0,7585.0,7136.0,17.8646,17.954,4.0,57.0,11.28,-67.0,19.0,22.07,5.0934,0.196333,118.0,114.0,0.340909,0.605634,-7.13595,105.688,102.351,1.0,2.0,5.0
530_7889,530.0,7889.0,7526.0,18.5301,15.8214,5.0,9.0,18.98,-70.0,52.0,3.12,159.091,0.00628571,118.0,119.0,0.966667,0.652778,-4.25392,61.5839,723.202,4.0,1.0,1.0
556_1537,556.0,1537.0,1591.0,18.5588,16.9557,5.0,7.0,29.6,-70.0,20.0,2.42,3.06931,0.325806,118.0,120.0,1.26923,0.935484,0.0186091,59.8212,261.783,3.0,0.0,3.0
618_905,618.0,905.0,818.0,16.8681,16.3016,5.0,4.0,26.83,-66.0,7.0,43.93,9.00125,0.111096,115.0,115.0,1.875,0.642857,-4.86205,305.821,475.666,2.0,1.0,3.0
105_8006,105.0,8006.0,12868.0,19.8478,19.3776,5.0,43.0,18.79,-69.0,51.0,28.53,2.6932,0.371306,122.0,110.0,1.44,1.75,-5.39463,19.2791,32.6104,3.0,1.0,6.0
583_923,583.0,923.0,960.0,19.9552,19.2002,5.0,5.0,39.97,-70.0,6.0,49.83,4.15597,0.240618,117.0,117.0,1.12727,0.444444,-4.74116,16.9737,30.1056,3.0,1.0,7.0
45_8232,45.0,8232.0,7968.0,20.4769,19.456,5.0,46.0,7.48,-69.0,4.0,5.06,3.56509,0.280498,115.0,121.0,1.55556,0.571429,0.0759571,11.0094,23.9559,2.0,1.0,3.0
208_4831,208.0,4831.0,4795.0,19.4157,18.4772,5.0,32.0,15.57,-68.0,2.0,41.17,1.59761,0.625935,124.0,124.0,2.64706,1.43137,-5.28304,31.5772,66.1204,3.0,2.0,3.0
499_6137,499.0,6137.0,6361.0,19.4762,19.1795,5.0,12.0,42.48,-70.0,13.0,57.59,1.7004,0.588097,117.0,116.0,2.65625,1.0,-6.3269,31.3728,33.5822,3.0,2.0,3.0
51_3436,51.0,3436.0,3600.0,17.2705,16.2102,5.0,47.0,34.64,-70.0,5.0,11.73,12.955,0.0771903,123.0,123.0,2.32432,2.32432,-4.88695,222.523,581.447,2.0,2.0,5.0
